"x" "y"
"106" 1 2.89213969888578
"107" -1 1.04397166149842
"108" 1 2.58712129612063
"109" -1 0.89955712626822
"110" 1 3.0531341324017
"111" -1 -0.0662934534999461
"112" 1 1.14902201303058
"113" -1 -0.466286503532916
"114" 1 3.21939405557194
"115" -1 2.18207165868567
"116" 1 3.33929701919901
"117" -1 2.0312902189266
"118" 1 3.77959284427765
"119" -1 1.90294721156829
"120" 1 3.97301398114802
"121" -1 4.35116234675661
"122" 1 4.73075730149372
"123" -1 2.55860143035721
"124" 1 2.52276399935387
"125" -1 1.06032352237724
"126" 1 4.05089964186092
"127" -1 3.29147191877598
"128" 1 3.03717947506127
"129" -1 1.34623102474917
"130" 1 4.8049778736579
"131" -1 2.11046422324981
"132" 1 3.68726726884288
"133" -1 1.48200331975385
"134" 1 3.6988217392115
"135" -1 2.19409944103632
"136" 1 5.29251038064417
"137" -1 2.86777175213476
"138" 1 4.77727262239375
"139" -1 4.98754323737584
"140" 1 6.91988784175325
"141" -1 4.61665216690776
"142" 1 4.81274382493353
"143" -1 2.53432549006241
"144" 1 4.05956678788928
"145" -1 1.84256427929098
"146" 1 3.08289021009072
"147" -1 0.287785536638944
"148" 1 1.53823335115493
"149" -1 -0.630094499360339
"150" 1 2.80104759860432
"151" -1 1.77002946530322
"152" 1 3.23305140082984
"153" -1 -0.576170193791885
"154" 1 0.63686339705135
"155" -1 -1.68458347589429
"156" 1 0.58751287592344
"157" -1 -1.93384568736972
"158" 1 2.26621957219914
"159" -1 -0.0326699194391216
"160" 1 0.756652602265281
"161" -1 -1.26027441524376
"162" 1 -0.139624555312798
"163" -1 -1.76950639250619
"164" 1 0.641077860834297
"165" -1 -0.867442313620749
"166" 1 -0.402556341382888
"167" -1 -1.94158941627395
"168" 1 0.56301960589509
"169" -1 -2.71439080219891
"170" 1 0.512413917751396
"171" -1 -0.554656594929406
"172" 1 3.80042842571798
"173" -1 1.77708857052191
"174" 1 3.64611324098772
"175" -1 1.57808775097138
"176" 1 3.49004520677455
"177" -1 -0.507432089240575
"178" 1 -0.127815938958761
"179" -1 -1.99257331185409
"180" 1 -0.374383361235178
"181" -1 -2.08220850005423
"182" 1 -1.98519602330934
"183" -1 -5.08537467550517
"184" 1 -3.67832064689339
"185" -1 -4.12443036114381
"186" 1 -2.81047733211954
"187" -1 -5.12894355248412
"188" 1 -2.53617537856165
"189" -1 -4.4053042025306
"190" 1 -1.81835660360958
"191" -1 -1.13145896120293
"192" 1 -0.142916736340871
"193" -1 -2.23409470261659
"194" 1 -0.527444682098662
"195" -1 -0.762304787056342
"196" 1 0.544440768759014
"197" -1 -1.39209021189261
"198" 1 1.53425242361936
"199" -1 -1.47776335469097
"200" 1 2.32518879652013
